"id","employee_id","status","date_start","date_end"
"50","439","1","1982-02-08 00:00:00",""
"51","440","1","1987-02-17 00:00:00",""
"52","441","1","2010-04-12 00:00:00",""
"53","442","1","2006-08-18 00:00:00",""
"54","443","1","2016-10-03 00:00:00",""
"55","444","1","2016-03-10 00:00:00",""
"56","445","1","1991-01-20 00:00:00",""
"57","38234","1","1991-01-20 00:00:00",""
"58","446","1","2015-09-30 00:00:00",""
"59","447","1","2006-11-03 00:00:00",""
"60","448","1","2013-08-26 00:00:00",""
"61","449","1","1988-05-10 00:00:00",""
"62","450","1","2016-10-27 00:00:00",""
"63","451","1","2000-11-26 00:00:00",""
"64","452","1","2013-05-16 00:00:00",""
"65","453","1","2007-04-25 00:00:00",""
"66","454","1","2009-12-06 00:00:00",""
"67","455","1","2011-05-02 00:00:00",""
"68","456","1","2011-01-03 00:00:00",""
"69","457","1","2017-01-21 00:00:00",""
"70","458","1","2002-06-22 00:00:00",""
"71","459","1","2006-02-17 00:00:00",""
"72","460","1","1996-06-05 00:00:00",""
"73","40255","1","1996-06-05 00:00:00",""
"74","461","1","2006-05-22 00:00:00",""
"75","462","1","2013-02-22 00:00:00",""
"76","463","1","2013-01-16 00:00:00",""
"77","464","1","1997-04-02 00:00:00",""
"78","465","1","2013-07-04 00:00:00","2017-06-20 00:00:00"
"79","35797","1","2013-07-04 00:00:00","2017-06-20 00:00:00"
"80","466","1","2017-01-17 00:00:00",""
"81","467","1","2016-03-23 00:00:00",""
"82","468","1","2004-01-07 00:00:00",""
"83","469","1","1996-11-05 00:00:00","2017-06-20 00:00:00"
"84","31337","1","1996-11-05 00:00:00","2017-06-20 00:00:00"
"85","35640","1","1996-11-05 00:00:00","2017-06-20 00:00:00"
"86","470","1","2017-06-26 00:00:00",""
"87","471","1","2005-08-16 00:00:00",""
"88","472","1","1984-11-04 00:00:00",""
"89","473","1","2012-05-22 00:00:00",""
"90","474","1","2014-09-05 00:00:00",""
"91","475","1","2004-08-21 00:00:00",""
"92","476","1","2017-03-04 00:00:00",""
"93","477","1","2014-12-04 00:00:00",""
"94","478","1","2016-09-27 00:00:00",""
"95","41594","1","2016-09-27 00:00:00",""
"96","479","1","2006-04-04 00:00:00",""
"97","480","1","2015-01-01 00:00:00",""
"98","481","1","1990-10-30 00:00:00",""
"99","482","1","2012-05-29 00:00:00",""
"100","483","1","2010-01-07 00:00:00",""
"101","484","1","2015-11-03 00:00:00",""
"102","485","1","2017-06-08 00:00:00",""
"103","486","1","2016-03-11 00:00:00",""
"104","487","1","2013-06-05 00:00:00",""
"105","488","1","2006-05-21 00:00:00",""
"106","489","1","2017-06-17 00:00:00",""
"107","490","1","2015-06-13 00:00:00",""
"108","491","1","2011-01-28 00:00:00",""
"109","492","1","1999-03-01 00:00:00",""
"110","493","1","1999-02-01 00:00:00",""
"111","494","1","2005-11-03 00:00:00",""
"112","495","1","2015-05-21 00:00:00",""
"113","496","1","2016-07-10 00:00:00",""
"114","497","1","2013-05-23 00:00:00",""
"115","498","1","2016-08-31 00:00:00",""
"116","499","1","2008-07-19 00:00:00",""
"117","500","1","2008-02-23 00:00:00",""
"118","501","1","2014-08-17 00:00:00",""
"119","502","1","1994-02-20 00:00:00","2017-06-20 00:00:00"
"120","26375","1","1994-02-20 00:00:00","2017-06-20 00:00:00"
"121","503","1","2016-07-31 00:00:00",""
"122","504","1","1997-12-30 00:00:00",""
"123","505","1","1988-02-20 00:00:00",""
"124","506","1","2013-04-20 00:00:00",""
"125","507","1","2011-11-28 00:00:00","2017-06-20 00:00:00"
"126","36141","1","2011-11-28 00:00:00","2017-06-20 00:00:00"
"127","508","1","1997-06-30 00:00:00",""
"128","509","1","2016-09-22 00:00:00",""
"129","510","1","1994-08-23 00:00:00",""
"130","511","1","2017-05-23 00:00:00",""
"131","512","1","2015-12-25 00:00:00",""
"132","513","1","2015-07-13 00:00:00",""
"133","514","1","2009-07-05 00:00:00",""
"134","515","1","2014-02-13 00:00:00",""
"135","516","1","2013-05-17 00:00:00",""
"136","517","1","2003-08-01 00:00:00",""
"137","518","1","2014-07-01 00:00:00",""
"138","519","1","2016-06-24 00:00:00",""
"139","520","1","2003-07-19 00:00:00",""
"140","521","1","2008-12-22 00:00:00",""
"141","11642","1","2008-12-22 00:00:00",""
"142","22770","1","2008-12-22 00:00:00",""
"143","522","1","1998-01-07 00:00:00",""
"144","523","1","2006-09-14 00:00:00",""
"145","524","1","2013-05-29 00:00:00",""
"146","525","1","2014-11-25 00:00:00",""
"147","526","1","2010-02-25 00:00:00",""
"148","527","1","1984-12-28 00:00:00",""
"149","528","1","2015-09-03 00:00:00",""
"150","529","1","1989-06-16 00:00:00",""
"151","530","1","1990-11-04 00:00:00",""
"152","531","1","2008-08-03 00:00:00",""
"153","532","1","2000-03-25 00:00:00",""
"154","533","1","2015-04-26 00:00:00",""
"155","534","1","1999-09-15 00:00:00",""
"156","535","1","2009-12-30 00:00:00",""
"157","536","1","2012-03-06 00:00:00",""
"158","537","1","2012-11-25 00:00:00",""
"159","538","1","1988-03-20 00:00:00",""
"160","539","1","2015-05-04 00:00:00",""
"161","540","1","2015-09-09 00:00:00",""
"162","541","1","2016-10-10 00:00:00",""
"163","542","1","2012-12-20 00:00:00",""
"164","543","1","2014-06-29 00:00:00",""
"165","544","1","1981-10-28 00:00:00",""
"166","545","1","2015-10-13 00:00:00",""
"167","546","1","2007-03-08 00:00:00",""
"168","547","1","2010-02-13 00:00:00",""
"169","548","1","1997-02-09 00:00:00",""
"170","549","1","2015-02-14 00:00:00",""
"171","550","1","1991-08-28 00:00:00",""
"172","551","1","2016-09-05 00:00:00",""
"173","552","1","1995-03-05 00:00:00",""
"174","553","1","2017-01-05 00:00:00",""
"175","554","1","2017-04-21 00:00:00",""
"176","555","1","2007-05-02 00:00:00",""
"177","556","1","2014-11-26 00:00:00",""
"178","557","1","2014-10-20 00:00:00",""
"179","558","1","2017-05-30 00:00:00",""
"180","559","1","2009-12-28 00:00:00",""
"181","560","1","2011-11-23 00:00:00",""
"182","561","1","2005-04-06 00:00:00",""
"183","562","1","2017-02-07 00:00:00",""
"184","563","1","2012-05-06 00:00:00",""
"185","564","1","1991-01-26 00:00:00",""
"186","565","1","2007-05-14 00:00:00",""
"187","566","1","2005-08-28 00:00:00",""
"188","567","1","2014-07-21 00:00:00",""
"189","568","1","2005-09-22 00:00:00",""
"190","569","1","2015-05-30 00:00:00",""
"191","570","1","2016-12-21 00:00:00",""
"192","571","1","2012-09-12 00:00:00",""
"193","572","1","2012-04-03 00:00:00",""
"194","573","1","2004-02-23 00:00:00",""
"195","574","1","2010-03-18 00:00:00",""
"196","575","1","2016-07-30 00:00:00",""
"197","576","1","2015-02-20 00:00:00",""
"198","577","1","2017-03-14 00:00:00",""
"199","578","1","2007-10-12 00:00:00",""
"200","26152","1","2007-10-12 00:00:00","2017-06-20 00:00:00"
"201","579","1","2016-07-07 00:00:00",""
"202","580","1","2016-04-16 00:00:00",""
"203","581","1","2017-07-13 00:00:00",""
"204","582","1","1991-06-05 00:00:00",""
"205","583","1","2013-10-01 00:00:00",""
"206","584","1","2017-05-31 00:00:00",""
"207","585","1","1995-01-03 00:00:00",""
"208","586","1","2011-01-05 00:00:00",""
"209","587","1","2017-02-13 00:00:00",""
"210","588","1","2007-08-02 00:00:00",""
"211","589","1","1993-11-10 00:00:00",""
"212","590","1","1994-05-15 00:00:00",""
"213","591","1","2004-03-11 00:00:00",""
"214","592","1","2011-10-29 00:00:00",""
"215","593","1","2014-04-12 00:00:00",""
"216","594","1","1987-12-07 00:00:00",""
"217","595","1","2007-08-26 00:00:00",""
"218","596","1","2016-03-08 00:00:00",""
"219","597","1","1991-08-20 00:00:00",""
"220","598","1","1996-05-19 00:00:00",""
"221","599","1","1991-11-09 00:00:00",""
"222","600","1","2001-01-01 00:00:00",""
"223","601","1","1997-08-02 00:00:00",""
"224","602","1","2011-03-29 00:00:00",""
"225","603","1","1981-11-01 00:00:00",""
"226","604","1","2015-10-20 00:00:00",""
"227","605","1","2017-05-07 00:00:00",""
"228","606","1","2010-06-25 00:00:00",""
"229","607","1","2013-12-28 00:00:00",""
"230","608","1","1997-05-10 00:00:00",""
"231","609","1","2012-10-23 00:00:00",""
"232","610","1","2001-09-06 00:00:00",""
"233","611","1","1990-05-22 00:00:00",""
"234","612","1","2006-12-10 00:00:00",""
"235","613","1","2011-10-21 00:00:00",""
"236","614","1","2001-12-03 00:00:00",""
"237","615","1","2015-04-28 00:00:00",""
"238","616","1","2013-03-09 00:00:00",""
"239","617","1","2016-11-09 00:00:00",""
"240","618","1","2014-05-13 00:00:00",""
"241","619","1","2017-06-27 00:00:00",""
"242","620","1","1995-06-30 00:00:00",""
"243","621","1","2007-04-07 00:00:00",""
"244","622","1","1997-06-15 00:00:00",""
"245","623","1","1997-02-16 00:00:00",""
"246","624","1","1990-11-25 00:00:00",""
"247","625","1","2010-04-03 00:00:00",""
"248","626","1","2017-04-25 00:00:00",""
"249","627","1","2017-05-19 00:00:00",""
"250","628","1","2008-03-05 00:00:00",""
"251","629","1","2014-04-04 00:00:00",""
"252","630","1","1985-06-10 00:00:00",""
"253","631","1","1992-05-09 00:00:00",""
"254","632","1","2015-01-04 00:00:00",""
"255","633","1","2011-10-08 00:00:00",""
"256","634","1","2016-07-06 00:00:00",""
"257","635","1","2012-02-22 00:00:00",""
"258","636","1","2015-12-18 00:00:00",""
"259","637","1","1998-05-06 00:00:00",""
"260","638","1","2010-07-11 00:00:00",""
"261","639","1","1982-03-09 00:00:00",""
"262","640","1","2008-01-14 00:00:00",""
"263","641","1","2017-06-17 00:00:00",""
"264","642","1","2004-07-18 00:00:00",""
"265","643","1","2008-10-29 00:00:00",""
"266","644","1","2009-05-02 00:00:00",""
"267","645","1","2015-10-28 00:00:00",""
"268","646","1","2017-07-28 00:00:00",""
"269","647","1","2012-10-20 00:00:00",""
"270","648","1","2009-03-21 00:00:00",""
"271","649","1","2013-11-20 00:00:00",""
"272","650","1","2016-09-09 00:00:00",""
"273","651","1","2005-05-27 00:00:00",""
"274","652","1","2017-07-09 00:00:00",""
"275","653","1","2015-06-01 00:00:00",""
"276","654","1","2013-04-10 00:00:00",""
"277","655","1","2012-05-23 00:00:00",""
"278","656","1","2003-05-20 00:00:00",""
"279","657","1","2016-12-18 00:00:00",""
"280","658","1","2015-09-24 00:00:00",""
"281","15089","1","2015-09-24 00:00:00",""
"282","659","1","2011-05-04 00:00:00",""
"283","660","1","2017-02-16 00:00:00",""
"284","661","1","2007-04-05 00:00:00","2017-06-20 00:00:00"
"285","11456","1","2007-04-05 00:00:00","2017-06-20 00:00:00"
"286","662","1","2013-10-04 00:00:00",""
"287","663","1","2017-07-23 00:00:00",""
"288","664","1","1987-10-25 00:00:00",""
"289","665","1","2007-03-08 00:00:00",""
"290","666","1","1991-12-09 00:00:00",""
"291","667","1","2000-10-15 00:00:00",""
"292","668","1","2015-02-09 00:00:00",""
"293","669","1","2013-10-21 00:00:00",""
"294","670","1","2015-04-03 00:00:00",""
"295","671","1","1986-10-11 00:00:00",""
"296","672","1","1988-11-13 00:00:00",""
"297","673","1","1990-10-15 00:00:00",""
"298","674","1","2002-05-26 00:00:00",""
"299","675","1","1982-08-23 00:00:00",""
"300","676","1","2015-12-08 00:00:00",""
"301","677","1","2013-11-24 00:00:00",""
"302","678","1","2005-08-15 00:00:00",""
"303","679","1","2016-07-06 00:00:00",""
"304","680","1","1996-03-22 00:00:00",""
"305","681","1","2006-11-22 00:00:00",""
"306","682","1","1998-03-06 00:00:00",""
"307","683","1","2006-02-27 00:00:00",""
"308","684","1","2014-03-25 00:00:00",""
"309","685","1","2015-12-15 00:00:00",""
"310","686","1","2014-12-01 00:00:00",""
"311","687","1","2000-08-14 00:00:00",""
"312","688","1","2006-08-01 00:00:00",""
"313","689","1","2003-07-15 00:00:00",""
"314","690","1","1983-11-28 00:00:00",""
"315","691","1","2017-02-08 00:00:00",""
"316","692","1","2001-02-21 00:00:00","2017-06-20 00:00:00"
"317","16391","1","2001-02-21 00:00:00","2017-06-20 00:00:00"
"318","693","1","2017-03-18 00:00:00",""
"319","694","1","1998-02-20 00:00:00",""
"320","695","1","2016-01-01 00:00:00",""
"321","696","1","2009-05-16 00:00:00",""
"322","697","1","2013-03-28 00:00:00",""
"323","698","1","1996-07-22 00:00:00",""
"324","699","1","2011-07-15 00:00:00",""
"325","700","1","2015-03-09 00:00:00",""
"326","701","1","2016-08-02 00:00:00",""
"327","45828","1","2016-08-02 00:00:00",""
"328","702","1","2003-01-30 00:00:00",""
"329","703","1","2017-07-05 00:00:00",""
"330","704","1","2006-11-13 00:00:00",""
"331","705","1","2006-08-17 00:00:00",""
"332","706","1","2017-02-14 00:00:00",""
"333","707","1","2009-01-05 00:00:00",""
"334","708","1","2000-11-03 00:00:00",""
"335","709","1","2014-09-29 00:00:00",""
"336","710","1","2006-02-12 00:00:00",""
"337","711","1","1992-04-23 00:00:00",""
"338","712","1","2013-08-07 00:00:00",""
"339","713","1","1999-09-06 00:00:00",""
"340","714","1","2001-10-05 00:00:00",""
"341","715","1","2016-10-13 00:00:00",""
"342","716","1","2002-09-14 00:00:00",""
"343","717","1","2012-10-21 00:00:00",""
"344","718","1","2005-01-21 00:00:00",""
"345","719","1","2011-05-15 00:00:00",""
"346","720","1","2008-08-25 00:00:00",""
"347","721","1","2002-04-25 00:00:00",""
"348","722","1","2006-10-19 00:00:00",""
"349","723","1","2007-02-28 00:00:00",""
"350","724","1","1980-11-19 00:00:00",""
"351","725","1","2001-11-07 00:00:00",""
"352","726","1","2017-01-03 00:00:00",""
"353","727","1","2006-03-13 00:00:00",""
"354","728","1","2001-10-05 00:00:00",""
"355","729","1","1994-09-05 00:00:00","2017-06-20 00:00:00"
"356","21715","1","1994-09-05 00:00:00","2017-06-20 00:00:00"
"357","730","1","1998-08-31 00:00:00",""
"358","731","1","2014-08-10 00:00:00",""
"359","732","1","2014-07-11 00:00:00",""
"360","733","1","2011-09-09 00:00:00",""
"361","24422","1","2011-09-09 00:00:00",""
"362","734","1","1992-09-14 00:00:00",""
"363","735","1","2006-11-20 00:00:00",""
"364","736","1","1994-10-22 00:00:00",""
"365","737","1","1985-03-03 00:00:00",""
"366","738","1","1984-09-12 00:00:00",""
"367","739","1","2016-06-23 00:00:00",""
"368","740","1","2016-10-24 00:00:00",""
"369","741","1","2008-12-29 00:00:00",""
"370","742","1","2015-10-25 00:00:00",""
"371","743","1","2000-04-07 00:00:00",""
"372","744","1","2007-12-11 00:00:00",""
"373","745","1","2006-03-03 00:00:00",""
"374","746","1","1998-05-08 00:00:00",""
"375","747","1","2017-06-10 00:00:00",""
"376","748","1","2015-03-14 00:00:00",""
"377","749","1","1998-10-22 00:00:00",""
"378","750","1","1990-09-19 00:00:00",""
"379","751","1","1996-04-22 00:00:00",""
"380","752","1","2017-04-01 00:00:00",""
"381","753","1","2010-04-16 00:00:00",""
"382","754","1","2015-03-11 00:00:00",""
"383","755","1","2012-03-20 00:00:00","2017-06-20 00:00:00"
"384","2333","1","2012-03-20 00:00:00","2017-06-20 00:00:00"
"385","756","1","2016-07-21 00:00:00",""
"386","757","1","2003-11-24 00:00:00",""
"387","758","1","2009-12-03 00:00:00",""
"388","759","1","2012-08-02 00:00:00",""
"389","760","1","2008-08-21 00:00:00",""
"390","761","1","2017-06-27 00:00:00",""
"391","762","1","2009-11-29 00:00:00",""
"392","763","1","2012-06-07 00:00:00",""
"393","764","1","2012-07-30 00:00:00",""
"394","765","1","2010-12-27 00:00:00",""
"395","766","1","2009-02-17 00:00:00",""
"396","767","1","2011-03-27 00:00:00",""
"397","768","1","2014-12-10 00:00:00",""
"398","769","1","2016-03-06 00:00:00",""
"399","770","1","1998-11-26 00:00:00",""
"400","771","1","2015-08-25 00:00:00",""
"401","772","1","2014-12-02 00:00:00",""
"402","773","1","1993-06-17 00:00:00",""
"403","774","1","2016-05-19 00:00:00",""
"404","775","1","2001-11-16 00:00:00",""
"405","776","1","1999-05-12 00:00:00",""
"406","777","1","1987-09-02 00:00:00",""
"407","778","1","1999-12-31 00:00:00",""
"408","779","1","2016-03-20 00:00:00",""
"409","780","1","2014-11-06 00:00:00",""
"410","781","1","2009-02-21 00:00:00",""
"411","782","1","2000-06-22 00:00:00",""
"412","783","1","2001-11-13 00:00:00",""
"413","784","1","1999-10-04 00:00:00",""
"414","785","1","1992-09-25 00:00:00",""
"415","786","1","2000-06-02 00:00:00",""
"416","787","1","2012-01-27 00:00:00",""
"417","788","1","1997-03-07 00:00:00",""
"418","789","1","2016-11-22 00:00:00",""
"419","790","1","2015-01-15 00:00:00",""
"420","791","1","2002-11-11 00:00:00",""
"421","792","1","2009-11-26 00:00:00",""
"422","793","1","2011-03-16 00:00:00",""
"423","794","1","1997-10-22 00:00:00",""
"424","795","1","2001-11-23 00:00:00",""
"425","796","1","2017-06-09 00:00:00",""
"426","797","1","2016-10-17 00:00:00",""
"427","798","1","2007-02-01 00:00:00",""
"428","799","1","2008-03-24 00:00:00",""
"429","800","1","2009-02-10 00:00:00",""
"430","801","1","1999-04-27 00:00:00",""
"431","802","1","2005-07-04 00:00:00",""
"432","803","1","1982-02-26 00:00:00",""
"433","804","1","2011-09-13 00:00:00",""
"434","805","1","1999-02-21 00:00:00",""
"435","806","1","2015-06-17 00:00:00",""
"436","807","1","2012-09-23 00:00:00",""
"437","808","1","2017-06-11 00:00:00",""
"438","809","1","2011-07-31 00:00:00",""
"439","810","1","2016-05-23 00:00:00",""
"440","811","1","1999-06-24 00:00:00",""
"441","812","1","2013-06-09 00:00:00",""
"442","11888","1","2013-06-09 00:00:00",""
"443","813","1","2001-03-05 00:00:00",""
"444","814","1","2007-06-01 00:00:00",""
"445","815","1","2015-05-05 00:00:00",""
"446","816","1","2011-09-20 00:00:00",""
"447","817","1","2010-03-05 00:00:00",""
"448","818","1","2016-12-06 00:00:00",""
"449","819","1","1986-10-14 00:00:00",""
"450","820","1","2015-10-10 00:00:00",""
"451","821","1","2011-09-17 00:00:00",""
"452","822","1","1994-11-19 00:00:00",""
"453","823","1","1998-09-26 00:00:00",""
"454","824","1","2004-09-02 00:00:00",""
"455","825","1","2017-06-25 00:00:00",""
"456","826","1","2017-05-01 00:00:00",""
"457","827","1","2016-09-03 00:00:00",""
"458","828","1","1990-08-09 00:00:00",""
"459","829","1","2015-08-15 00:00:00",""
"460","830","1","1997-10-11 00:00:00",""
"461","831","1","2004-01-15 00:00:00",""
"462","832","1","2010-05-02 00:00:00",""
"463","833","1","2017-03-17 00:00:00",""
"464","834","1","2014-02-24 00:00:00",""
"465","835","1","1995-11-13 00:00:00",""
"466","836","1","2015-11-10 00:00:00",""
"467","837","1","2010-02-24 00:00:00",""
"468","838","1","2015-10-16 00:00:00",""
"469","839","1","2012-03-04 00:00:00",""
"470","840","1","2016-12-24 00:00:00",""
"471","841","1","2008-06-15 00:00:00",""
"472","842","1","1990-11-24 00:00:00",""
"473","843","1","2017-03-11 00:00:00",""
"474","844","1","2014-06-02 00:00:00",""
"475","845","1","2017-01-29 00:00:00",""
"476","846","1","2012-11-05 00:00:00",""
"477","847","1","2012-11-25 00:00:00",""
"478","848","1","2016-05-06 00:00:00",""
"479","849","1","1999-12-09 00:00:00",""
"480","850","1","2003-02-13 00:00:00",""
"481","851","1","2011-01-09 00:00:00",""
"482","852","1","1982-07-13 00:00:00",""
"483","853","1","2012-10-21 00:00:00",""
"484","854","1","2011-05-07 00:00:00",""
"485","855","1","2010-06-30 00:00:00",""
"486","856","1","2014-05-07 00:00:00",""
"487","857","1","2016-08-06 00:00:00",""
"488","858","1","2013-04-06 00:00:00",""
"489","859","1","2013-08-07 00:00:00",""
"490","860","1","2007-08-07 00:00:00",""
"491","861","1","2017-06-09 00:00:00",""
"492","862","1","2003-03-08 00:00:00",""
"493","863","1","2008-07-30 00:00:00",""
"494","864","1","2012-10-19 00:00:00",""
"495","865","1","2002-04-22 00:00:00",""
"496","866","1","2007-05-19 00:00:00",""
"497","867","1","2015-04-28 00:00:00",""
"498","868","1","1980-10-12 00:00:00",""
"499","869","1","2004-07-22 00:00:00",""
"500","870","1","2005-04-02 00:00:00",""
"501","871","1","2004-01-18 00:00:00",""
"502","872","1","2012-10-25 00:00:00",""
"503","873","1","1993-08-22 00:00:00",""
"504","874","1","2007-11-20 00:00:00",""
"505","875","1","1995-10-12 00:00:00",""
"506","876","1","2010-02-08 00:00:00",""
"507","877","1","1999-07-09 00:00:00",""
"508","878","1","2011-08-03 00:00:00",""
"509","879","1","1990-02-27 00:00:00",""
"510","880","1","2004-07-12 00:00:00",""
"511","881","1","2000-08-09 00:00:00",""
"512","882","1","2017-01-21 00:00:00",""
"513","883","1","1999-12-23 00:00:00",""
"514","884","1","2001-04-09 00:00:00",""
"515","885","1","2016-07-17 00:00:00",""
"516","886","1","2006-03-19 00:00:00","2017-06-20 00:00:00"
"517","43097","1","2006-03-19 00:00:00","2017-06-20 00:00:00"
"518","887","1","2014-07-28 00:00:00",""
"519","888","1","2015-05-19 00:00:00",""
"520","889","1","2010-11-30 00:00:00",""
"521","890","1","2002-07-24 00:00:00",""
"522","39359","1","2002-07-24 00:00:00",""
"523","891","1","2016-04-06 00:00:00",""
"524","892","1","2012-09-02 00:00:00","2017-06-20 00:00:00"
"525","44949","1","2012-09-02 00:00:00","2017-06-20 00:00:00"
"526","893","1","1998-12-24 00:00:00",""
"527","894","1","2017-03-07 00:00:00",""
"528","895","1","2014-11-02 00:00:00",""
"529","896","1","2013-02-24 00:00:00",""
"530","897","1","2016-03-21 00:00:00","2017-06-20 00:00:00"
"531","27295","1","2016-03-21 00:00:00","2017-06-20 00:00:00"
"532","898","1","2016-02-29 00:00:00",""
"533","899","1","2011-12-10 00:00:00",""
"534","900","1","2015-02-07 00:00:00",""
"535","901","1","2017-07-09 00:00:00",""
"536","7412","1","2017-07-09 00:00:00",""
"537","902","1","2006-09-18 00:00:00",""
"538","903","1","2009-07-25 00:00:00",""
"539","904","1","2006-06-05 00:00:00",""
"540","905","1","2008-12-19 00:00:00",""
"541","906","1","2008-06-30 00:00:00",""
"542","907","1","2013-03-24 00:00:00",""
"543","908","1","2003-10-27 00:00:00",""
"544","909","1","2017-03-16 00:00:00",""
"545","910","1","2006-11-26 00:00:00",""
"546","911","1","1986-09-27 00:00:00",""
"547","912","1","2012-03-11 00:00:00",""
"548","37517","1","2012-03-11 00:00:00",""
"549","913","1","2017-04-20 00:00:00",""
"550","914","1","2014-04-05 00:00:00",""
"551","915","1","2008-08-12 00:00:00",""
"552","916","1","2017-05-11 00:00:00",""
"553","917","1","2009-03-19 00:00:00",""
"554","918","1","1984-07-23 00:00:00",""
"555","919","1","1992-08-31 00:00:00","2017-06-20 00:00:00"
"556","44427","1","1992-08-31 00:00:00","2017-06-20 00:00:00"
"557","920","1","1999-10-03 00:00:00",""
"558","27209","1","1999-10-03 00:00:00",""
"559","921","1","2015-02-25 00:00:00",""
"560","922","1","2010-02-21 00:00:00",""
"561","923","1","1999-06-09 00:00:00",""
"562","924","1","2009-03-12 00:00:00",""
"563","925","1","2014-03-07 00:00:00",""
"564","926","1","2011-02-11 00:00:00",""
"565","39719","1","2011-02-11 00:00:00",""
"566","927","1","1999-08-19 00:00:00",""
"567","928","1","1994-03-25 00:00:00",""
"568","929","1","2012-02-22 00:00:00",""
"569","930","1","2008-04-12 00:00:00",""
"570","931","1","2012-08-24 00:00:00",""
"571","932","1","2012-01-31 00:00:00",""
"572","2946","1","2012-01-31 00:00:00",""
"573","933","1","2012-08-17 00:00:00",""
"574","934","1","1985-09-07 00:00:00",""
"575","935","1","2015-10-09 00:00:00",""
"576","936","1","1986-05-07 00:00:00",""
"577","937","1","2017-06-17 00:00:00",""
"578","938","1","2014-05-06 00:00:00",""
"579","939","1","2014-07-03 00:00:00",""
"580","940","1","2016-12-18 00:00:00",""
"581","41747","1","2016-12-18 00:00:00",""
"582","941","1","2014-10-11 00:00:00",""
"583","942","1","2007-09-09 00:00:00",""
"584","943","1","1990-01-19 00:00:00",""
"585","944","1","2010-05-22 00:00:00",""
"586","945","1","2005-11-07 00:00:00",""
"587","946","1","2012-03-11 00:00:00","2017-06-20 00:00:00"
"588","38536","1","2012-03-11 00:00:00","2017-06-20 00:00:00"
"589","947","1","1997-09-09 00:00:00",""
"590","948","1","2015-08-05 00:00:00",""
"591","949","1","2001-01-11 00:00:00",""
"592","950","1","2014-03-09 00:00:00",""
"593","951","1","2014-08-01 00:00:00",""
"594","952","1","2014-07-02 00:00:00",""
"595","953","1","2014-02-06 00:00:00",""
"596","954","1","1997-05-16 00:00:00",""
"597","955","1","2009-07-27 00:00:00",""
"598","956","1","2003-10-04 00:00:00",""
"599","957","1","2016-10-13 00:00:00",""
"600","958","1","2015-12-24 00:00:00",""
"601","959","1","2011-06-02 00:00:00",""
"602","960","1","2017-07-06 00:00:00",""
"603","961","1","2011-05-31 00:00:00",""
"604","962","1","2011-08-12 00:00:00","2017-06-20 00:00:00"
"605","22808","1","2011-08-12 00:00:00","2017-06-20 00:00:00"
"606","963","1","2006-08-28 00:00:00",""
"607","964","1","2001-08-29 00:00:00",""
"608","965","1","2008-04-06 00:00:00",""
"609","966","1","1987-11-18 00:00:00",""
"610","967","1","2007-02-15 00:00:00",""
"611","968","1","2008-05-19 00:00:00",""
"612","969","1","2004-02-22 00:00:00",""
"613","970","1","2012-04-15 00:00:00",""
"614","971","1","2014-01-20 00:00:00",""
"615","972","1","2014-04-06 00:00:00",""
"616","973","1","2010-08-25 00:00:00",""
